,id,city,lastUpdated,firstUpdated,measurements,latitude,longitude,modelName,manufacturerName
0,232954,,2024-02-07T14:12:43+00:00,2021-08-20T23:14:31+00:00,2770572,50.28057,-119.21143,PurpleAir Sensor,PurpleAir
1,62646,,2024-02-07T14:12:43+00:00,2023-05-07T23:59:02+00:00,1308978,49.021236,-122.32605,PurpleAir Sensor,PurpleAir
2,70100,,2024-02-07T14:12:43+00:00,2021-01-14T01:19:02+00:00,3527346,45.548714,-73.243225,PurpleAir Sensor,PurpleAir
3,1335197,,2024-02-07T14:12:43+00:00,2023-07-27T19:53:13+00:00,846963,51.007652,-118.20997,PurpleAir Sensor,PurpleAir
4,71990,,2024-02-07T14:12:43+00:00,2021-01-14T01:18:21+00:00,2855731,45.317554,-75.69054,PurpleAir Sensor,PurpleAir
5,229820,,2024-02-07T14:12:43+00:00,2021-07-19T20:50:51+00:00,2743926,51.215492,-114.46866,PurpleAir Sensor,PurpleAir
6,357119,,2024-02-07T14:12:43+00:00,2022-08-17T22:07:02+00:00,996126,67.43806,-134.88568,PurpleAir Sensor,PurpleAir
7,354031,,2024-02-07T14:12:42+00:00,2021-10-18T20:47:37+00:00,1868484,54.043056,-124.12349,PurpleAir Sensor,PurpleAir
8,926610,,2024-02-07T14:12:42+00:00,2023-05-17T17:36:46+00:00,696468,49.54992,-114.288376,PurpleAir Sensor,PurpleAir
9,1570341,,2024-02-07T14:12:42+00:00,2023-09-13T22:39:19+00:00,636337,49.14184,-122.29745,N/A,OpenAQ admin
10,68842,,2024-02-07T14:12:42+00:00,2021-01-14T01:18:26+00:00,2052774,54.36268,-128.55585,PurpleAir Sensor,PurpleAir
11,222955,,2024-02-07T14:12:42+00:00,2021-03-22T00:04:15+00:00,3294816,50.094913,-122.995,PurpleAir Sensor,PurpleAir
12,270364,,2024-02-07T14:12:41+00:00,2022-10-13T14:55:37+00:00,1299240,53.444202,-105.37223,PurpleAir Sensor,PurpleAir
13,484188,,2024-02-07T14:12:41+00:00,2023-01-16T00:01:33+00:00,1222092,49.279163,-123.07968,PurpleAir Sensor,PurpleAir
14,269786,,2024-02-07T14:12:41+00:00,2021-10-12T17:03:37+00:00,3027318,50.675323,-120.27428,PurpleAir Sensor,PurpleAir
15,1327697,,2024-02-07T14:12:41+00:00,2023-07-26T22:29:10+00:00,845568,53.938656,-122.71061,PurpleAir Sensor,PurpleAir
16,223018,,2024-02-07T14:12:41+00:00,2021-03-22T21:39:40+00:00,1190250,55.178795,-102.92755,PurpleAir Sensor,PurpleAir
17,1067797,,2024-02-07T14:12:41+00:00,2023-06-08T23:15:09+00:00,362616,51.01696,-93.83011,PurpleAir Sensor,PurpleAir
18,1803916,,2024-02-07T14:12:41+00:00,2023-11-06T02:41:16+00:00,385424,53.46823,-113.535736,N/A,OpenAQ admin
19,276681,,2024-02-07T14:12:41+00:00,2022-01-07T09:30:37+00:00,2322516,45.92879,-66.62811,PurpleAir Sensor,PurpleAir
20,1185036,,2024-02-07T14:12:41+00:00,2023-07-09T00:10:47+00:00,934728,49.45356,-123.23332,PurpleAir Sensor,PurpleAir
21,371237,,2024-02-07T14:12:40+00:00,2022-11-17T06:47:20+00:00,1561086,54.696453,-127.05112,PurpleAir Sensor,PurpleAir
22,614375,,2024-02-07T14:12:40+00:00,2023-03-19T19:01:42+00:00,1122486,45.95852,-66.63898,PurpleAir Sensor,PurpleAir
23,370393,,2024-02-07T14:12:40+00:00,2022-11-09T20:23:13+00:00,1632576,50.18735,-121.57375,PurpleAir Sensor,PurpleAir
24,290384,,2024-02-07T14:12:40+00:00,2022-02-17T23:56:17+00:00,1500153,60.795826,-115.80477,PurpleAir Sensor,PurpleAir
25,65509,,2024-02-07T14:12:40+00:00,2021-01-19T23:59:37+00:00,2430324,49.174988,-122.80707,PurpleAir Sensor,PurpleAir
26,1665033,,2024-02-07T14:12:40+00:00,2023-10-05T15:20:43+00:00,537485,50.769398,-119.01212,N/A,OpenAQ admin
27,383318,,2024-02-07T14:12:40+00:00,2022-07-25T19:16:35+00:00,876060,50.06855,-95.35367,PurpleAir Sensor,PurpleAir
28,278018,,2024-02-07T14:12:40+00:00,2022-01-25T20:19:48+00:00,2038948,55.94443,-113.808464,PurpleAir Sensor,PurpleAir
29,222501,,2024-02-07T14:12:40+00:00,2021-03-13T17:38:03+00:00,3188214,60.71157,-135.08955,PurpleAir Sensor,PurpleAir
30,342749,,2024-02-07T14:12:40+00:00,2022-05-24T21:03:53+00:00,814950,52.059166,-107.980385,PurpleAir Sensor,PurpleAir
31,337955,,2024-02-07T14:12:39+00:00,2021-12-03T22:00:11+00:00,2015052,43.66053,-79.39813,PurpleAir Sensor,PurpleAir
32,1408755,,2024-02-07T14:12:39+00:00,2023-08-09T15:26:30+00:00,634848,53.480923,-112.952194,N/A,OpenAQ admin
33,227647,,2024-02-07T14:12:39+00:00,2021-06-07T18:47:40+00:00,2866866,43.2555,-79.85184,PurpleAir Sensor,PurpleAir
34,371232,,2024-02-07T14:12:39+00:00,2022-11-17T04:33:48+00:00,1293384,55.269768,-128.07437,PurpleAir Sensor,PurpleAir
35,1191546,,2024-02-07T14:12:39+00:00,2023-07-10T15:52:14+00:00,1002534,44.47117,-80.77089,PurpleAir Sensor,PurpleAir
36,1600119,,2024-02-07T14:12:39+00:00,2023-09-20T19:36:22+00:00,479976,54.98453,-123.049545,N/A,OpenAQ admin
37,1634372,,2024-02-07T14:12:39+00:00,2023-09-15T17:38:11+00:00,348492,51.976357,-105.87072,N/A,OpenAQ admin
38,64607,,2024-02-07T14:12:38+00:00,2021-01-14T01:19:25+00:00,3323016,53.90835,-122.784,PurpleAir Sensor,PurpleAir
39,350617,,2024-02-07T14:12:38+00:00,2022-06-07T20:42:17+00:00,1757521,44.403126,-65.202675,PurpleAir Sensor,PurpleAir
40,217208,,2024-02-07T14:12:38+00:00,2021-01-19T23:59:40+00:00,1341048,54.77025,-101.8466,PurpleAir Sensor,PurpleAir
41,64663,,2024-02-07T14:12:38+00:00,2021-01-19T23:59:35+00:00,3475950,53.53523,-113.446594,PurpleAir Sensor,PurpleAir
42,1596647,,2024-02-07T14:12:38+00:00,2023-09-20T00:59:10+00:00,434421,54.398846,-110.73031,N/A,OpenAQ admin
43,1943834,,2024-02-07T14:12:37+00:00,2023-12-10T16:21:22+00:00,174096,42.97031,-81.285034,N/A,OpenAQ admin
44,63111,,2024-02-07T14:12:37+00:00,2021-01-19T23:59:49+00:00,3430425,50.676327,-120.34078,PurpleAir Sensor,PurpleAir
45,2167015,,2024-02-07T14:12:37+00:00,2023-12-13T14:38:41+00:00,27204,53.52677,-113.410446,N/A,OpenAQ admin
46,370346,,2024-02-07T14:12:37+00:00,2022-11-08T21:45:12+00:00,688947,55.202103,-118.78541,PurpleAir Sensor,PurpleAir
47,383232,,2024-02-07T14:12:37+00:00,2022-11-21T21:51:34+00:00,883356,52.87667,-118.084785,PurpleAir Sensor,PurpleAir
48,227908,,2024-02-07T14:12:37+00:00,2021-06-11T20:35:42+00:00,2959428,54.780415,-127.14967,PurpleAir Sensor,PurpleAir
49,70631,,2024-02-07T14:12:37+00:00,2021-01-14T01:18:56+00:00,3539490,62.454,-114.3718,PurpleAir Sensor,PurpleAir
50,1298388,,2024-02-07T14:12:36+00:00,2023-07-21T21:34:11+00:00,867300,43.345573,-80.34212,PurpleAir Sensor,PurpleAir
51,806263,,2024-02-07T14:12:36+00:00,2023-04-04T05:01:45+00:00,1463356,53.861057,-122.777084,PurpleAir Sensor,PurpleAir
52,1517214,,2024-02-07T14:12:36+00:00,2023-09-01T19:03:28+00:00,436826,51.025784,-118.23592,N/A,OpenAQ admin
53,369132,,2024-02-07T14:12:36+00:00,2022-10-25T21:40:07+00:00,1007304,49.89735,-119.38734,PurpleAir Sensor,PurpleAir
54,926806,,2024-02-07T14:12:35+00:00,2022-08-24T20:44:49+00:00,1255482,56.25638,-120.83039,PurpleAir Sensor,PurpleAir
55,1939283,,2024-02-07T14:12:35+00:00,2023-12-09T16:00:47+00:00,232824,45.55177,-73.593864,N/A,OpenAQ admin
56,2387696,,2024-02-07T14:12:35+00:00,2024-02-06T02:25:57+00:00,7440,60.711494,-135.04018,N/A,OpenAQ admin
57,352420,,2024-02-07T14:12:35+00:00,2022-06-15T14:32:06+00:00,1914888,43.92146,-65.83394,PurpleAir Sensor,PurpleAir
58,218370,,2024-02-07T14:12:35+00:00,2021-01-25T18:46:07+00:00,2805882,53.713173,-113.070274,PurpleAir Sensor,PurpleAir
59,272649,,2024-02-07T14:12:35+00:00,2022-01-07T09:30:36+00:00,2351562,53.609863,-113.62693,PurpleAir Sensor,PurpleAir
60,370125,,2024-02-07T14:12:35+00:00,2022-11-01T15:44:10+00:00,1745211,52.520267,-113.81328,PurpleAir Sensor,PurpleAir
61,1498637,,2024-02-07T14:12:35+00:00,2023-04-21T17:17:30+00:00,686296,50.99237,-118.16051,N/A,OpenAQ admin
62,229065,,2024-02-07T14:12:35+00:00,2021-07-05T22:03:36+00:00,2908392,50.686626,-119.298676,PurpleAir Sensor,PurpleAir
63,65180,,2024-02-07T14:12:35+00:00,2021-01-20T00:00:14+00:00,3538032,50.67186,-120.351166,PurpleAir Sensor,PurpleAir
64,62647,,2024-02-07T14:12:35+00:00,2023-05-08T00:01:28+00:00,1303572,49.021812,-122.32534,PurpleAir Sensor,PurpleAir
65,62644,,2024-02-07T14:12:35+00:00,2021-01-20T00:00:09+00:00,3529314,49.021404,-122.325806,PurpleAir Sensor,PurpleAir
66,2166999,,2024-02-07T14:12:35+00:00,2024-01-30T17:46:46+00:00,25440,53.52677,-113.41744,N/A,OpenAQ admin
67,63691,,2024-02-07T14:12:34+00:00,2021-01-19T23:59:49+00:00,3331815,50.44632,-104.40226,PurpleAir Sensor,PurpleAir
68,1499204,,2024-02-07T14:12:34+00:00,2023-08-29T23:15:52+00:00,696306,50.991432,-118.16879,N/A,OpenAQ admin
69,1547191,,2024-02-07T14:12:34+00:00,2023-09-08T18:37:39+00:00,657410,51.036434,-114.10456,N/A,OpenAQ admin
70,218376,,2024-02-07T14:12:34+00:00,2021-01-25T19:57:37+00:00,1673364,50.1915,-119.505226,PurpleAir Sensor,PurpleAir
71,1574327,,2024-02-07T14:12:34+00:00,2023-09-14T19:19:03+00:00,633269,50.394215,-105.49943,N/A,OpenAQ admin
72,1549059,,2024-02-07T14:12:33+00:00,2023-09-09T04:50:55+00:00,658385,43.604958,-79.65122,N/A,OpenAQ admin
73,1038736,,2024-02-07T14:12:33+00:00,2023-05-31T15:37:08+00:00,1196635,48.95027,-68.65353,PurpleAir Sensor,PurpleAir
74,775894,,2024-02-07T14:12:33+00:00,2023-06-16T18:57:37+00:00,1100280,49.480904,-123.75143,PurpleAir Sensor,PurpleAir
75,217211,,2024-02-07T14:12:33+00:00,2021-01-19T23:59:39+00:00,1275762,53.178684,-114.320595,PurpleAir Sensor,PurpleAir
76,226639,,2024-02-07T14:12:33+00:00,2021-05-18T21:58:38+00:00,3071244,46.802246,-71.33423,PurpleAir Sensor,PurpleAir
77,1061309,,2024-02-07T14:12:33+00:00,2023-06-02T20:22:46+00:00,1247675,45.6583,-75.85977,PurpleAir Sensor,PurpleAir
78,339692,,2024-02-07T14:12:33+00:00,2022-05-18T14:17:39+00:00,1695831,43.660366,-79.39796,PurpleAir Sensor,PurpleAir
79,69775,,2024-02-07T14:12:33+00:00,2021-01-14T01:18:37+00:00,3279354,49.74961,-123.972916,PurpleAir Sensor,PurpleAir
80,235539,,2024-02-07T14:12:32+00:00,2021-09-11T20:58:50+00:00,2413122,51.032032,-114.22747,PurpleAir Sensor,PurpleAir
81,346440,,2024-02-07T14:12:32+00:00,2022-06-02T12:08:18+00:00,1963686,45.25254,-66.11118,PurpleAir Sensor,PurpleAir
82,70908,,2024-02-07T14:12:32+00:00,2021-01-14T01:18:31+00:00,3464034,51.293407,-116.9661,PurpleAir Sensor,PurpleAir
83,230005,,2024-02-07T14:12:32+00:00,2021-07-22T17:12:07+00:00,2828580,45.2,-63.0,PurpleAir Sensor,PurpleAir
84,456760,,2024-02-07T14:12:32+00:00,2023-01-02T23:10:26+00:00,441600,54.88493,-126.20392,PurpleAir Sensor,PurpleAir
85,345860,,2024-02-07T14:12:32+00:00,2021-03-26T17:07:15+00:00,1930860,50.42069,-73.87368,PurpleAir Sensor,PurpleAir
86,775877,,2024-02-07T14:12:32+00:00,2023-05-31T17:17:12+00:00,1128036,49.471256,-123.75143,PurpleAir Sensor,PurpleAir
87,1875850,,2024-02-07T14:12:31+00:00,2023-11-23T23:28:55+00:00,249000,51.314297,-116.96909,N/A,OpenAQ admin
88,2167179,,2024-02-07T14:12:31+00:00,2024-01-30T18:12:29+00:00,26124,53.52675,-113.40866,N/A,OpenAQ admin
89,925463,,2024-02-07T14:12:31+00:00,2023-04-28T10:00:23+00:00,1205372,50.673935,-120.32235,PurpleAir Sensor,PurpleAir
90,309891,,2024-02-07T14:12:31+00:00,2022-04-11T21:43:39+00:00,849162,64.11319,-117.35239,PurpleAir Sensor,PurpleAir
91,497555,,2024-02-07T14:12:31+00:00,2023-01-18T21:12:02+00:00,1397568,52.28792,-106.655334,PurpleAir Sensor,PurpleAir
92,223083,,2024-02-07T14:12:31+00:00,2020-11-25T23:51:29+00:00,3100339,46.102337,-64.696915,PurpleAir Sensor,PurpleAir
93,290371,,2024-02-07T14:12:31+00:00,2022-02-17T23:42:48+00:00,1632990,50.41701,-104.52927,PurpleAir Sensor,PurpleAir
94,68213,,2024-02-07T14:12:31+00:00,2023-05-07T23:58:55+00:00,1291129,43.24827,-79.82691,PurpleAir Sensor,PurpleAir
95,356053,,2024-02-07T14:12:31+00:00,2022-08-02T18:12:10+00:00,950214,61.035564,-123.383446,PurpleAir Sensor,PurpleAir
96,1631476,,2024-02-07T14:12:31+00:00,2023-09-01T14:53:52+00:00,563082,45.3171,-75.60247,N/A,OpenAQ admin
97,276957,,2024-02-07T14:12:31+00:00,2022-01-07T09:32:08+00:00,2205939,49.459892,-123.23145,PurpleAir Sensor,PurpleAir
98,1665822,,2024-02-07T14:12:31+00:00,2023-10-05T19:23:07+00:00,496824,55.266148,-128.06668,N/A,OpenAQ admin
99,394962,,2024-02-07T14:12:31+00:00,2022-10-14T14:31:55+00:00,1681109,50.976486,-118.19473,PurpleAir Sensor,PurpleAir
100,595536,,2024-02-07T14:12:30+00:00,2023-02-14T00:01:41+00:00,1330830,50.26337,-119.25975,PurpleAir Sensor,PurpleAir
101,1211375,,2024-02-07T14:12:30+00:00,2023-07-13T23:11:50+00:00,969930,47.45188,-74.94739,PurpleAir Sensor,PurpleAir
102,1038146,,2024-02-07T14:12:30+00:00,2023-05-30T17:14:38+00:00,1202640,43.7644,-65.3167,PurpleAir Sensor,PurpleAir
103,357721,,2024-02-07T14:12:30+00:00,2022-08-30T19:25:31+00:00,1779222,48.65771,-74.93991,PurpleAir Sensor,PurpleAir
104,416674,,2024-02-07T14:12:30+00:00,2021-11-16T19:03:29+00:00,1416402,54.44296,-126.75254,PurpleAir Sensor,PurpleAir
105,1214445,,2024-02-07T14:12:30+00:00,2023-07-14T17:36:02+00:00,924708,60.166557,-132.72392,PurpleAir Sensor,PurpleAir
106,274513,,2024-02-07T14:12:30+00:00,2022-01-26T17:33:21+00:00,1823727,58.51658,-117.06416,PurpleAir Sensor,PurpleAir
107,230565,,2024-02-07T14:12:30+00:00,2021-01-12T23:32:05+00:00,2300010,50.636627,-120.36847,PurpleAir Sensor,PurpleAir
108,1149912,,2024-02-07T14:12:30+00:00,2023-06-30T12:50:31+00:00,1092672,48.472645,-81.328545,PurpleAir Sensor,PurpleAir
109,370400,,2024-02-07T14:12:30+00:00,2022-11-09T22:08:20+00:00,1633890,50.135185,-121.57065,PurpleAir Sensor,PurpleAir
110,1092642,,2024-02-07T14:12:30+00:00,2023-06-16T18:50:28+00:00,1190644,45.29022,-75.494675,PurpleAir Sensor,PurpleAir
111,1579816,,2024-02-07T14:12:30+00:00,2023-09-16T00:11:15+00:00,607776,50.98905,-118.19794,N/A,OpenAQ admin
112,1085334,,2024-02-07T14:12:30+00:00,2023-06-15T03:05:26+00:00,1074936,55.352,-118.793,PurpleAir Sensor,PurpleAir
113,2160370,,2024-02-07T14:12:29+00:00,2024-01-29T14:02:10+00:00,28752,43.52784,-79.88565,N/A,OpenAQ admin
114,222661,,2024-02-07T14:12:29+00:00,2021-03-17T00:52:14+00:00,3255180,49.783146,-119.727036,PurpleAir Sensor,PurpleAir
115,426410,,2024-02-07T14:12:29+00:00,2022-07-22T20:00:53+00:00,1225650,47.877045,-55.845047,PurpleAir Sensor,PurpleAir
116,2166958,,2024-02-07T14:12:29+00:00,2024-01-30T17:26:22+00:00,26316,53.52805,-113.41826,N/A,OpenAQ admin
117,72178,,2024-02-07T14:12:29+00:00,2021-01-20T00:00:12+00:00,2423238,54.691586,-127.05429,PurpleAir Sensor,PurpleAir
118,2386558,,2024-02-07T14:12:29+00:00,2021-01-05T22:57:22+00:00,2184,60.711494,-135.04018,N/A,OpenAQ admin
119,235069,,2024-02-07T14:12:29+00:00,2021-09-07T20:43:21+00:00,1810692,51.140907,-100.04374,PurpleAir Sensor,PurpleAir
120,68222,,2024-02-07T14:12:29+00:00,2021-01-14T01:18:30+00:00,3475344,48.773525,-123.70852,PurpleAir Sensor,PurpleAir
121,67443,,2024-02-07T14:12:29+00:00,2021-01-14T01:19:03+00:00,3457377,51.667637,-114.12493,PurpleAir Sensor,PurpleAir
122,606177,,2024-02-07T14:12:29+00:00,2023-02-14T18:56:40+00:00,1075740,54.009754,-124.00915,PurpleAir Sensor,PurpleAir
123,1210654,,2024-02-07T14:12:29+00:00,2023-07-11T13:26:28+00:00,996385,45.433548,-75.79831,PurpleAir Sensor,PurpleAir
124,222012,,2024-02-07T14:12:28+00:00,2021-03-08T21:09:55+00:00,2352954,50.709476,-120.3718,PurpleAir Sensor,PurpleAir
125,1188044,,2024-02-07T14:12:28+00:00,2023-07-09T18:21:00+00:00,998218,45.91993,-73.34348,PurpleAir Sensor,PurpleAir
126,1374187,,2024-02-07T14:12:28+00:00,2023-08-02T22:15:13+00:00,792048,42.99662,-82.35603,N/A,OpenAQ admin
127,270502,,2024-02-07T14:12:28+00:00,2021-10-27T22:02:38+00:00,1803333,49.137753,-55.346756,PurpleAir Sensor,PurpleAir
128,466448,,2024-02-07T14:12:28+00:00,2023-01-06T18:41:53+00:00,1345686,50.117954,-122.95593,PurpleAir Sensor,PurpleAir
129,370396,,2024-02-07T14:12:28+00:00,2022-11-09T20:58:10+00:00,1418358,44.656555,-63.59427,PurpleAir Sensor,PurpleAir
130,1067792,,2024-02-07T14:12:28+00:00,2023-06-08T23:15:51+00:00,609360,65.19017,-123.4239,PurpleAir Sensor,PurpleAir
131,346487,,2024-02-07T14:12:28+00:00,2022-06-02T14:20:05+00:00,1676088,43.83843,-66.11019,PurpleAir Sensor,PurpleAir
132,1465296,,2024-02-07T14:12:28+00:00,2023-08-22T00:07:32+00:00,748644,50.12629,-119.44725,N/A,OpenAQ admin
133,1486314,,2024-02-07T14:12:27+00:00,2023-08-26T22:36:46+00:00,692809,45.26073,-76.92043,N/A,OpenAQ admin
134,67077,,2024-02-07T14:12:27+00:00,2021-01-13T22:02:57+00:00,3505788,53.878532,-119.13545,PurpleAir Sensor,PurpleAir
135,1577946,,2024-02-07T14:12:26+00:00,2023-09-11T14:06:58+00:00,599205,44.720528,-63.839268,N/A,OpenAQ admin
136,635614,,2024-02-07T14:12:26+00:00,2023-04-04T20:00:28+00:00,1116486,53.407112,-113.58364,PurpleAir Sensor,PurpleAir
137,273836,,2024-02-07T14:12:26+00:00,2022-01-07T09:31:40+00:00,2274390,51.328136,-114.595276,PurpleAir Sensor,PurpleAir
138,326038,,2024-02-07T14:12:26+00:00,2022-04-29T00:50:22+00:00,1993842,45.99666,-77.44128,PurpleAir Sensor,PurpleAir
139,326040,,2024-02-07T14:12:26+00:00,2022-04-29T00:49:54+00:00,1991172,45.99666,-77.44128,PurpleAir Sensor,PurpleAir
140,65007,,2024-02-07T14:12:26+00:00,2021-01-19T23:59:44+00:00,3508206,49.38604,-123.5384,PurpleAir Sensor,PurpleAir
141,501074,,2024-02-07T14:12:26+00:00,2023-01-20T22:52:11+00:00,1466805,53.54826,-113.40451,PurpleAir Sensor,PurpleAir
142,337420,,2024-02-07T14:12:26+00:00,2022-05-10T23:08:38+00:00,194802,46.38473,-82.64642,PurpleAir Sensor,PurpleAir
143,347351,,2024-02-07T14:12:26+00:00,2022-06-03T17:41:29+00:00,1651584,51.21195,-116.88385,PurpleAir Sensor,PurpleAir
144,635693,,2024-02-07T14:12:26+00:00,2023-04-04T20:01:26+00:00,386268,53.52446,-113.451904,PurpleAir Sensor,PurpleAir
145,1092823,,2024-02-07T14:12:26+00:00,2023-06-16T19:47:41+00:00,1055148,43.346863,-79.763435,PurpleAir Sensor,PurpleAir
146,230509,,2024-02-07T14:12:26+00:00,2021-07-30T03:37:37+00:00,2615502,49.861713,-119.439735,PurpleAir Sensor,PurpleAir
147,271048,,2024-02-07T14:12:25+00:00,2022-09-30T17:27:22+00:00,574446,49.281773,-112.20722,PurpleAir Sensor,PurpleAir
148,1085523,,2024-02-07T14:12:25+00:00,2023-06-15T04:03:03+00:00,1201759,49.27204,-123.251686,PurpleAir Sensor,PurpleAir
149,222035,,2024-02-07T14:12:25+00:00,2021-03-09T00:10:17+00:00,530982,50.22533,-99.44556,PurpleAir Sensor,PurpleAir
150,545779,,2024-02-07T14:12:25+00:00,2021-11-09T21:20:33+00:00,1281858,54.39847,-126.63408,PurpleAir Sensor,PurpleAir
151,337983,,2024-02-07T14:12:25+00:00,2021-12-03T22:00:08+00:00,1775583,43.660538,-79.39845,PurpleAir Sensor,PurpleAir
152,222030,,2024-02-07T14:12:25+00:00,2021-03-08T23:57:51+00:00,952482,49.893444,-97.01695,PurpleAir Sensor,PurpleAir
153,357111,,2024-02-07T14:12:24+00:00,2022-08-17T21:54:46+00:00,1155006,60.82245,-115.78724,PurpleAir Sensor,PurpleAir
154,276708,,2024-02-07T14:12:24+00:00,2022-03-07T20:26:45+00:00,2078892,58.702457,-118.68943,PurpleAir Sensor,PurpleAir
155,66986,,2024-02-07T14:12:24+00:00,2023-05-07T23:59:33+00:00,1213644,53.911182,-122.732704,PurpleAir Sensor,PurpleAir
156,1141521,,2024-02-07T14:12:24+00:00,2023-06-28T14:56:50+00:00,1024392,58.49648,-119.37153,PurpleAir Sensor,PurpleAir
157,1123649,,2024-02-07T14:12:24+00:00,2023-06-23T22:46:37+00:00,1088988,53.863598,-122.73323,PurpleAir Sensor,PurpleAir
158,70563,,2024-02-07T14:12:24+00:00,2021-01-14T01:18:48+00:00,2765376,51.49611,-107.0625,PurpleAir Sensor,PurpleAir
159,66601,,2024-02-07T14:12:24+00:00,2021-01-20T00:00:05+00:00,3428532,45.400303,-75.718994,PurpleAir Sensor,PurpleAir
160,1595880,,2024-02-07T14:12:24+00:00,2023-09-19T20:38:09+00:00,602498,52.947838,-122.43911,N/A,OpenAQ admin
161,230283,,2024-02-07T14:12:24+00:00,2021-07-26T20:04:01+00:00,2608008,45.39258,-75.68854,PurpleAir Sensor,PurpleAir
162,273354,,2024-02-07T14:12:23+00:00,2022-01-07T09:30:33+00:00,2310600,45.288696,-75.8678,PurpleAir Sensor,PurpleAir
163,1192423,,2024-02-07T14:12:23+00:00,2023-07-10T21:00:38+00:00,942156,49.45396,-123.2379,PurpleAir Sensor,PurpleAir
164,72843,,2024-02-07T14:12:23+00:00,2021-01-14T01:18:24+00:00,3538038,45.437756,-75.77312,PurpleAir Sensor,PurpleAir
165,459849,,2024-02-07T14:12:23+00:00,2023-01-03T18:01:54+00:00,452496,50.31901,-122.80035,PurpleAir Sensor,PurpleAir
166,277077,,2024-02-07T14:12:23+00:00,2022-01-13T15:23:18+00:00,1806216,49.8447,-119.40135,PurpleAir Sensor,PurpleAir
167,1755490,,2024-02-07T14:12:23+00:00,2023-10-25T20:44:37+00:00,77724,48.99381,-125.38108,N/A,OpenAQ admin
168,221729,,2024-02-07T14:12:23+00:00,2021-03-04T00:01:43+00:00,3051657,48.10069,-79.719086,PurpleAir Sensor,PurpleAir
169,370542,,2024-02-07T14:12:23+00:00,2022-11-11T20:37:57+00:00,1631346,49.899826,-119.492,PurpleAir Sensor,PurpleAir
170,1633781,,2024-02-07T14:12:23+00:00,2023-09-28T14:30:14+00:00,516912,44.55909,-65.631615,N/A,OpenAQ admin
171,218482,,2024-02-07T14:12:23+00:00,2021-01-27T18:12:49+00:00,2615712,54.058475,-128.68921,PurpleAir Sensor,PurpleAir
172,1147009,,2024-02-07T14:12:23+00:00,2023-06-29T21:54:27+00:00,1005948,49.829945,-97.20146,PurpleAir Sensor,PurpleAir
173,575842,,2024-02-07T14:12:22+00:00,2023-02-14T06:04:15+00:00,562110,50.246002,-111.16488,PurpleAir Sensor,PurpleAir
174,370386,,2024-02-07T14:12:22+00:00,2022-11-09T19:03:46+00:00,1073868,54.39672,-126.667984,PurpleAir Sensor,PurpleAir
175,270687,,2024-02-07T14:12:22+00:00,2021-10-27T22:02:14+00:00,2561226,49.71643,-112.8003,PurpleAir Sensor,PurpleAir
176,230659,,2024-02-07T14:12:22+00:00,2021-08-02T17:55:14+00:00,2853744,50.215633,-119.25434,PurpleAir Sensor,PurpleAir
177,233243,,2024-02-07T14:12:22+00:00,2021-08-23T19:52:03+00:00,1861080,55.707787,-97.8895,PurpleAir Sensor,PurpleAir
178,299391,,2024-02-07T14:12:22+00:00,2022-03-11T21:56:11+00:00,2068734,49.22752,-123.15604,PurpleAir Sensor,PurpleAir
179,235881,,2024-02-07T14:12:22+00:00,2021-09-15T20:49:02+00:00,2389410,49.52254,-114.000015,PurpleAir Sensor,PurpleAir
180,2065450,,2024-02-07T14:12:22+00:00,2024-01-07T19:30:24+00:00,121966,49.668606,-116.87188,N/A,OpenAQ admin
181,234619,,2024-02-07T14:12:21+00:00,2021-09-03T20:29:08+00:00,1409982,51.039913,-113.2859,PurpleAir Sensor,PurpleAir
182,1819906,,2024-02-07T14:12:21+00:00,2023-11-10T00:10:18+00:00,348672,60.778088,-135.10574,N/A,OpenAQ admin
183,1513876,,2024-02-07T14:12:21+00:00,2023-08-31T23:11:10+00:00,682682,51.01449,-118.218346,N/A,OpenAQ admin
184,496097,,2024-02-07T14:12:21+00:00,2023-01-17T17:31:06+00:00,286788,49.26421,-121.95034,PurpleAir Sensor,PurpleAir
185,416611,,2024-02-07T14:12:21+00:00,2022-12-15T18:16:36+00:00,1502058,54.378906,-126.68149,PurpleAir Sensor,PurpleAir
186,62205,,2024-02-07T14:12:21+00:00,2023-05-07T23:58:57+00:00,1159639,53.85699,-122.75565,PurpleAir Sensor,PurpleAir
187,1630953,,2024-02-07T14:12:21+00:00,2023-09-15T17:37:46+00:00,369384,51.633617,-106.44198,N/A,OpenAQ admin
188,367944,,2024-02-07T14:12:21+00:00,2022-10-22T23:53:16+00:00,1751551,43.222137,-81.86951,PurpleAir Sensor,PurpleAir
189,222254,,2024-02-07T14:12:21+00:00,2020-11-30T20:56:44+00:00,3162435,54.789246,-127.17413,PurpleAir Sensor,PurpleAir
190,1365261,,2024-02-07T14:12:21+00:00,2023-07-31T19:26:36+00:00,890396,51.71268,-76.02213,PurpleAir Sensor,PurpleAir
191,369130,,2024-02-07T14:12:20+00:00,2022-10-25T21:33:18+00:00,1419933,51.70299,-113.27038,PurpleAir Sensor,PurpleAir
192,2167195,,2024-02-07T14:12:20+00:00,2024-01-30T18:24:22+00:00,24888,53.526733,-113.404076,N/A,OpenAQ admin
