,id,name,parameter,displayName,unit,city,lastUpdated,firstUpdated,latitude,longitude,modelName,manufacturerName,max,mean,quant_97.5,quant_02.5,quant_25,quant_75,min
231,1275803,Toronto East,pm25,PM2.5,µg/m³,ONTARIO,2024-02-06T13:00:00+00:00,2023-07-16T18:00:00+00:00,43.747917,-79.274056,Government Monitor,Unknown Governmental Organization,54.0,10.857304004512127,33.700000000000045,4.0,6.0,13.0,1.0
232,1276230,Belleville,pm25,PM2.5,µg/m³,ONTARIO,2024-02-06T13:00:00+00:00,2023-07-16T19:00:00+00:00,44.150528,-77.3955,Government Monitor,Unknown Governmental Organization,49.0,8.098204264870931,22.0,2.0,5.0,10.0,1.0
233,1276231,Chatham,pm25,PM2.5,µg/m³,ONTARIO,2024-02-06T13:00:00+00:00,2023-07-16T19:00:00+00:00,42.403964,-82.208306,Government Monitor,Unknown Governmental Organization,69.0,10.100451467268623,30.0,3.0,6.0,12.0,1.0
234,1276232,Grand Bend,pm25,PM2.5,µg/m³,ONTARIO,2024-02-06T13:00:00+00:00,2023-07-16T19:00:00+00:00,43.333083,-81.742889,Government Monitor,Unknown Governmental Organization,110.0,11.784873949579833,38.0,3.0,6.0,14.0,1.0
235,1276659,AQSU-FFF9 (Carmacks),pm25,PM2.5,µg/m³,None,2023-12-04T15:12:11+00:00,2023-07-17T20:41:08+00:00,62.08972,-136.28635,PurpleAir Sensor,PurpleAir,84.0,8.68739697309417,43.424999999999955,0.0,0.22,9.625,0.0
236,1285354,SPARTAN - Sherbrooke,pm25,PM2.5,µg/m³,Sherbrooke,2023-06-16T10:00:00+00:00,2017-06-28T07:00:00+00:00,45.3798,-71.9313,Government Monitor,Unknown Governmental Organization,34.0,4.861567164179104,14.0,0.5,2.2,6.3,0.0
237,1285714,Communications Research Centre Canada,pm25,PM2.5,µg/m³,None,2023-10-20T13:44:40+00:00,2019-09-04T20:53:25+00:00,45.345783,-75.88454,PurpleAir Sensor,PurpleAir,2.8,2.7,2.795,2.605,2.65,2.75,2.6
238,1286706,Amber Trails,pm25,PM2.5,µg/m³,None,2024-01-27T22:52:58+00:00,2023-07-19T01:23:42+00:00,49.96856,-97.17552,PurpleAir Sensor,PurpleAir,230.0,26.185278213256485,90.0,0.9805,10.0,36.0,0.0
239,1288224,Deauville,pm25,PM2.5,µg/m³,None,2024-02-07T14:10:12+00:00,2023-07-19T10:33:50+00:00,45.335045,-72.03024,PurpleAir Sensor,PurpleAir,72.0,12.233619397799652,38.0,0.6615000000000001,4.4,18.0,0.0
240,1288756,Leonard Lake,pm25,PM2.5,µg/m³,None,2023-10-17T23:03:56+00:00,2023-07-19T13:39:58+00:00,45.071682,-79.44214,PurpleAir Sensor,PurpleAir,78.0,14.524517254174398,46.0,0.5940000000000001,5.2,19.0,0.0
241,1289474,North Bay,pm25,PM2.5,µg/m³,ONTARIO,2024-02-06T13:00:00+00:00,2023-07-18T17:00:00+00:00,46.32255,-79.449444,Government Monitor,Unknown Governmental Organization,130.0,10.330301307561115,34.09999999999991,3.0,5.0,11.0,1.0
242,1289863,Fire Training,pm25,PM2.5,µg/m³,None,2024-02-07T14:11:37+00:00,2023-07-19T22:00:53+00:00,49.471027,-123.23843,PurpleAir Sensor,PurpleAir,270.0,11.532281430219145,58.674999999999955,0.48325,2.9,10.0,0.032
243,1290159,RC Outside,pm25,PM2.5,µg/m³,None,2023-07-21T15:55:14+00:00,2023-07-19T22:34:51+00:00,58.805016,-122.71269,PurpleAir Sensor,PurpleAir,39.0,26.476190476190474,39.0,15.0,16.25,33.0,15.0
244,1290163,Dundarave,pm25,PM2.5,µg/m³,None,2024-02-07T14:10:06+00:00,2023-07-19T22:34:41+00:00,49.34018,-123.18427,PurpleAir Sensor,PurpleAir,230.0,11.342393310265281,53.674999999999955,0.9732500000000001,3.5,10.0,0.11
245,1292784,Kebaowek,pm25,PM2.5,µg/m³,None,2024-02-07T14:00:19+00:00,2023-07-20T13:40:52+00:00,46.78558,-78.98518,PurpleAir Sensor,PurpleAir,130.0,11.817801861547412,50.09999999999991,0.019900000000000004,2.6,16.0,0.0
246,1292789,Kebaowek Water Tower,pm25,PM2.5,µg/m³,None,2023-11-01T12:39:11+00:00,2023-07-20T13:52:54+00:00,46.78934,-78.98669,PurpleAir Sensor,PurpleAir,190.0,6.610234904013962,33.049999999999955,0.017,1.0,8.4,0.0
247,1294187,AQSU-374A (Tagish Firehall),pm25,PM2.5,µg/m³,None,2024-02-07T14:09:03+00:00,2023-07-21T19:27:39+00:00,60.265038,-134.30074,PurpleAir Sensor,PurpleAir,45.0,6.702851097560976,35.0,0.0034,0.26,8.0,0.0
248,1294719,Eskay Creek Camp 58,pm25,PM2.5,µg/m³,None,2023-11-08T18:38:06+00:00,2023-07-21T00:21:25+00:00,56.653,-130.443,PurpleAir Sensor,PurpleAir,77.0,5.9449257611241215,38.0,0.0,0.28,5.3,0.0
249,1296654,AQSU-6B65,pm25,PM2.5,µg/m³,None,2024-02-07T14:09:02+00:00,2023-07-21T11:45:10+00:00,46.39322,-63.79064,PurpleAir Sensor,PurpleAir,39.0,7.781195961995249,31.0,0.11,2.2,11.0,0.014
250,1298032,AQSU-6327 (Johnsons Crossing),pm25,PM2.5,µg/m³,None,2024-02-07T14:09:57+00:00,2023-07-21T20:59:43+00:00,60.482967,-133.30878,PurpleAir Sensor,PurpleAir,120.0,8.223808633093524,40.0,0.0037,0.44,11.0,0.0
251,1298388,Harwood Rd Cambridge,pm25,PM2.5,µg/m³,None,2024-02-07T14:12:36+00:00,2023-07-21T21:34:11+00:00,43.345573,-80.34212,PurpleAir Sensor,PurpleAir,130.0,9.37308988095238,44.0,0.0,0.0,16.0,0.0
252,1304107,Redmond Bay,pm25,PM2.5,µg/m³,None,2023-07-23T19:00:35+00:00,2023-07-22T17:22:28+00:00,45.100548,-77.93611,PurpleAir Sensor,PurpleAir,25.0,11.925925925925926,22.39999999999999,7.265,8.75,14.0,7.2
253,1304288,FSJ Public Library (outside),pm25,PM2.5,µg/m³,None,2024-02-07T14:10:06+00:00,2023-07-13T14:29:17+00:00,54.444588,-124.25639,PurpleAir Sensor,PurpleAir,580.0,42.62385328185328,260.0,0.29,4.9,48.0,0.0
254,1309857,Redmond Bay,pm25,PM2.5,µg/m³,None,2023-12-09T21:53:04+00:00,2023-07-23T19:02:35+00:00,45.100548,-77.93611,PurpleAir Sensor,PurpleAir,68.0,13.364590352504639,45.0,0.18,4.3,18.0,0.0
255,1314368,AQSU-1AF5,pm25,PM2.5,µg/m³,None,2023-08-09T16:11:47+00:00,2023-07-24T20:07:50+00:00,53.528927,-113.415855,PurpleAir Sensor,PurpleAir,49.0,15.990629921259844,44.0,1.2,4.8,26.0,0.59
256,1314509,AQSU-B73C,pm25,PM2.5,µg/m³,None,2023-08-09T16:11:25+00:00,2023-07-14T20:17:19+00:00,53.528927,-113.415855,PurpleAir Sensor,PurpleAir,48.0,15.208560209424084,43.0,1.2,4.325,24.0,0.52
257,1314511,AQSU-E77A,pm25,PM2.5,µg/m³,None,2023-08-09T16:11:27+00:00,2023-07-24T20:09:34+00:00,53.528927,-113.415855,PurpleAir Sensor,PurpleAir,50.0,16.391496062992125,44.0,1.4,5.0,26.0,0.82
258,1314514,AQSU-7985,pm25,PM2.5,µg/m³,None,2023-08-09T16:12:03+00:00,2023-07-14T13:38:34+00:00,53.528927,-113.415855,PurpleAir Sensor,PurpleAir,49.0,16.19657894736842,44.0,1.3475,4.875,26.0,0.57
259,1314531,AQSU-C0FB,pm25,PM2.5,µg/m³,None,2023-08-09T16:06:52+00:00,2023-07-24T20:33:03+00:00,53.528927,-113.415855,PurpleAir Sensor,PurpleAir,49.0,15.979368421052632,44.0,1.2475,4.5,26.0,0.5
260,1314537,AQSU-2AE313,pm25,PM2.5,µg/m³,None,2023-08-09T16:05:18+00:00,2023-07-14T13:38:48+00:00,53.528927,-113.415855,PurpleAir Sensor,PurpleAir,48.0,15.594274406332453,43.0,1.1450000000000002,4.55,25.0,0.58
261,1314541,AQSU-B303,pm25,PM2.5,µg/m³,None,2023-08-09T16:07:28+00:00,2023-07-24T20:35:34+00:00,53.528927,-113.415855,PurpleAir Sensor,PurpleAir,49.0,16.1901312335958,44.0,1.5,5.0,25.0,0.67
262,1314542,AQSU-F698,pm25,PM2.5,µg/m³,None,2024-02-07T14:11:20+00:00,2023-07-14T13:38:49+00:00,46.652596,-60.400684,PurpleAir Sensor,PurpleAir,49.0,16.231706036745408,44.0,1.55,5.0,26.0,0.71
263,1314546,AQSU-1AFE,pm25,PM2.5,µg/m³,None,2023-08-09T16:06:20+00:00,2023-07-24T20:40:14+00:00,53.52893,-113.415886,PurpleAir Sensor,PurpleAir,48.0,15.969553805774277,43.0,1.45,5.1,25.0,0.64
264,1314548,Carstairs,pm25,PM2.5,µg/m³,None,2023-07-24T22:16:56+00:00,2023-07-24T20:51:42+00:00,51.553444,-114.10678,PurpleAir Sensor,PurpleAir,12.0,10.866666666666667,12.0,8.77,10.3,12.0,8.6
265,1315,Langley,pm25,PM2.5,µg/m³,BRITISH COLUMBIA,2024-02-07T12:00:00+00:00,2016-03-06T19:00:00+00:00,49.09556,-122.56694,Government Monitor,Unknown Governmental Organization,99.0,5.3791340782122905,22.0,0.1,2.3,6.3,0.0
266,1315442,EDTNAB_Miller,pm25,PM2.5,µg/m³,None,2024-02-07T14:10:45+00:00,2023-07-25T01:46:14+00:00,53.610676,-113.41368,PurpleAir Sensor,PurpleAir,300.0,32.43058904109589,190.0,0.98125,6.9,39.0,0.072
267,1319496,ENV PA Willow Rd,pm25,PM2.5,µg/m³,None,2024-02-07T14:10:45+00:00,2023-07-25T21:22:39+00:00,54.002617,-123.98947,PurpleAir Sensor,PurpleAir,520.0,30.197023366834173,170.0,0.0,0.7375,37.25,0.0
268,1319506,ENV PA Stewart St W,pm25,PM2.5,µg/m³,None,2023-10-03T04:40:53+00:00,2023-07-25T21:38:04+00:00,54.01619,-124.01465,PurpleAir Sensor,PurpleAir,450.0,30.60644792973651,180.0,0.0,1.3,37.75,0.0
269,1322930,LA-1,pm25,PM2.5,µg/m³,None,2024-02-07T14:10:51+00:00,2023-06-20T13:53:38+00:00,54.172276,-72.606346,PurpleAir Sensor,PurpleAir,140.0,8.709200952986023,52.674999999999955,0.0,0.37,8.2,0.0
270,1323615,Foley Mountain Conservation Area,pm25,PM2.5,µg/m³,None,2024-02-07T13:59:14+00:00,2023-07-26T13:27:04+00:00,44.686466,-76.38813,PurpleAir Sensor,PurpleAir,53.0,11.531274074074073,39.0,0.49900000000000005,4.5,15.0,0.0
271,1323737,Nemaska,pm25,PM2.5,µg/m³,None,2023-09-07T00:37:45+00:00,2021-01-08T19:29:54+00:00,51.321163,-76.89406,PurpleAir Sensor,PurpleAir,250.0,24.88608774647887,122.74999999999977,0.34450000000000003,4.925000000000001,29.75,0.0
272,1327505,"Utterson, Ontario",pm25,PM2.5,µg/m³,None,2023-08-10T12:14:48+00:00,2023-06-21T13:42:52+00:00,45.24759,-79.48824,PurpleAir Sensor,PurpleAir,51.0,13.664849431818181,42.224999999999966,0.45875,3.2,21.0,0.011
273,1327697,Asparagus Acres,pm25,PM2.5,µg/m³,None,2024-02-07T14:12:41+00:00,2023-07-26T22:29:10+00:00,53.938656,-122.71061,PurpleAir Sensor,PurpleAir,580.0,40.38712281708094,200.0,0.29,6.9,53.0,0.0077
274,1327758,AQSU-E63B(Carcross),pm25,PM2.5,µg/m³,None,2024-02-07T12:20:35+00:00,2023-07-26T23:05:12+00:00,60.170574,-134.70367,PurpleAir Sensor,PurpleAir,41.0,5.599883982131462,31.0,0.0,0.17,6.1,0.0
275,1335197,Site 085 - DOKK House,pm25,PM2.5,µg/m³,None,2024-02-07T14:12:43+00:00,2023-07-27T19:53:13+00:00,51.007652,-118.20997,PurpleAir Sensor,PurpleAir,430.0,38.19061717314487,220.0,0.4535,6.5,43.0,0.004
276,1335223,Pierrefonds,pm25,PM2.5,µg/m³,None,2023-08-25T18:00:00+00:00,2023-07-27T20:00:00+00:00,45.500631,-73.838472,Government Monitor,Unknown Governmental Organization,210.0,13.563624999999998,36.0,1.8,5.5,18.0,0.67
277,1342447,Sakami,pm25,PM2.5,µg/m³,None,2024-02-07T14:11:32+00:00,2023-07-28T11:50:41+00:00,53.69922,-76.0659,PurpleAir Sensor,PurpleAir,560.0,14.846213333333333,74.52499999999986,0.43,1.8,17.0,0.15
278,1342449,Brisay,pm25,PM2.5,µg/m³,None,2024-02-07T14:12:19+00:00,2023-06-20T13:53:46+00:00,54.44125,-70.52986,PurpleAir Sensor,PurpleAir,270.0,8.812282578397213,53.0,0.0,0.355,6.8,0.0
279,1342459,Lemoyne,pm25,PM2.5,µg/m³,None,2024-02-07T14:10:01+00:00,2023-06-20T16:19:13+00:00,53.482784,-75.02872,PurpleAir Sensor,PurpleAir,96.0,10.887135514018691,64.57500000000005,0.0,0.925,12.75,0.0
280,1345458,Neufchatel,pm25,PM2.5,µg/m³,None,2024-02-07T14:10:48+00:00,2023-07-26T16:44:58+00:00,46.866447,-71.38809,PurpleAir Sensor,PurpleAir,51.0,11.23834651653765,40.0,0.0645,3.7,15.0,0.0
281,1358895,Lac Bernard,pm25,PM2.5,µg/m³,None,2024-02-07T14:11:44+00:00,2023-07-30T18:43:14+00:00,45.752277,-75.994545,PurpleAir Sensor,PurpleAir,44.0,12.038575848032563,36.174999999999955,0.36,4.4,18.0,0.0
282,1364,Hope,pm25,PM2.5,µg/m³,BRITISH COLUMBIA,2024-02-07T12:00:00+00:00,2016-03-06T19:00:00+00:00,49.36972,-121.49944,Government Monitor,Unknown Governmental Organization,420.0,10.508483146067414,55.02500000000009,1.1,3.1,9.6,0.0
283,1364569,Garneau1,pm25,PM2.5,µg/m³,None,2024-02-07T14:09:06+00:00,2023-07-31T15:37:17+00:00,53.51572,-113.51871,PurpleAir Sensor,PurpleAir,320.0,34.61272997237569,198.25000000000045,0.99,8.174999999999999,41.0,0.0
284,1364899,Bliss Landing,pm25,PM2.5,µg/m³,None,2023-09-28T20:41:55+00:00,2023-07-20T16:22:01+00:00,50.025303,-124.812355,PurpleAir Sensor,PurpleAir,48.0,8.066525776173284,44.0,0.032200000000000006,1.3,9.5,0.0
285,1364918,AQSU-97A8 (Ibex Firehall),pm25,PM2.5,µg/m³,None,2023-07-31T19:56:26+00:00,2023-07-31T17:48:24+00:00,60.81449,-135.31029,PurpleAir Sensor,PurpleAir,22.0,20.333333333333332,21.9,19.05,19.5,21.0,19.0
286,1365098,Burlington,pm25,PM2.5,µg/m³,ONTARIO,2024-02-06T13:00:00+00:00,2023-07-30T18:00:00+00:00,43.314603,-79.80277,Government Monitor,Unknown Governmental Organization,52.0,9.91051912568306,26.424999999999955,3.0,6.0,12.0,1.0
287,1365261,Résidences Némiscau,pm25,PM2.5,µg/m³,None,2024-02-07T14:12:21+00:00,2023-07-31T19:26:36+00:00,51.71268,-76.02213,PurpleAir Sensor,PurpleAir,170.0,14.477215124309392,74.0,0.046175,2.4,19.0,0.0
288,1365266,Barrie,pm25,PM2.5,µg/m³,ONTARIO,2024-02-06T13:00:00+00:00,2023-07-30T19:00:00+00:00,44.382338,-79.702446,Government Monitor,Unknown Governmental Organization,61.0,10.518064076346285,32.0,3.0,6.0,12.0,1.0
289,1365267,Cornwall,pm25,PM2.5,µg/m³,ONTARIO,2024-02-06T13:00:00+00:00,2023-07-30T19:00:00+00:00,45.017976,-74.735339,Government Monitor,Unknown Governmental Organization,38.0,9.006160164271048,22.0,3.0,6.0,11.0,1.0
290,1365268,Misssissauga,pm25,PM2.5,µg/m³,N/A,2024-02-06T13:00:00+00:00,2023-07-30T19:00:00+00:00,43.546174,-79.658797,Government Monitor,Unknown Governmental Organization,52.0,9.544077134986226,26.0,2.0,6.0,12.0,1.0
291,1365269,Peterborough,pm25,PM2.5,µg/m³,ONTARIO,2024-02-06T13:00:00+00:00,2023-07-30T19:00:00+00:00,44.301848,-78.346384,Government Monitor,Unknown Governmental Organization,32.0,8.752212389380531,23.0,2.0,5.0,11.0,1.0
292,1365441,NVDL Capilano (Outdoors),pm25,PM2.5,µg/m³,None,2024-02-07T14:09:59+00:00,2023-07-31T20:36:05+00:00,49.33767,-123.103165,PurpleAir Sensor,PurpleAir,320.0,12.803395644283123,60.47499999999991,0.88525,4.2,12.0,0.07
293,1368819,CEAEQ-3af3,pm25,PM2.5,µg/m³,None,2023-08-09T17:51:02+00:00,2023-07-21T14:50:24+00:00,45.60361,-73.65194,PurpleAir Sensor,PurpleAir,65.0,16.648082901554403,61.19999999999999,0.846,4.3,26.0,0.3
294,1368820,CEAEQ-bc26,pm25,PM2.5,µg/m³,None,2023-08-09T17:50:33+00:00,2023-07-21T14:48:40+00:00,45.604057,-73.652664,PurpleAir Sensor,PurpleAir,67.0,17.231623036649214,63.0,1.0750000000000002,4.6,26.0,0.46
295,1368979,CEAEQ-b313,pm25,PM2.5,µg/m³,None,2023-08-09T17:51:03+00:00,2023-07-21T14:48:42+00:00,45.607754,-73.656746,PurpleAir Sensor,PurpleAir,65.0,16.533333333333335,61.224999999999994,0.89075,4.175,26.25,0.29
296,1368981,CEAEQ-b4b8,pm25,PM2.5,µg/m³,None,2023-08-09T17:46:12+00:00,2023-07-21T14:50:26+00:00,45.608654,-73.65812,PurpleAir Sensor,PurpleAir,61.0,15.87413612565445,58.5,0.755,4.0,24.5,0.28
297,1368987,CEAEQ-308b,pm25,PM2.5,µg/m³,None,2023-08-09T17:51:09+00:00,2023-07-21T14:49:23+00:00,45.610485,-73.66013,PurpleAir Sensor,PurpleAir,63.0,16.193089005235603,60.25,0.855,4.05,25.5,0.4
298,1368996,CEAEQ-2ec2,pm25,PM2.5,µg/m³,None,2023-08-09T17:51:09+00:00,2023-07-21T19:46:30+00:00,45.611656,-73.66138,PurpleAir Sensor,PurpleAir,65.0,16.900732984293192,63.0,0.9175,4.3,27.0,0.45
299,1368997,CEAEQ-b755,pm25,PM2.5,µg/m³,None,2023-08-09T17:51:13+00:00,2023-07-21T14:48:43+00:00,45.612675,-73.662704,PurpleAir Sensor,PurpleAir,66.0,16.249895833333333,61.224999999999994,0.80975,3.875,25.0,0.2
300,1369249,Abbeyglen way,pm25,PM2.5,µg/m³,None,2024-02-07T14:10:13+00:00,2023-08-01T17:49:38+00:00,50.63691,-120.36054,PurpleAir Sensor,PurpleAir,900.0,47.16162057382785,300.0,0.013700000000000002,7.3,46.0,0.0
301,1369270,AQSU- Armstrong Municipal Office,pm25,PM2.5,µg/m³,None,2024-02-07T14:11:24+00:00,2023-08-01T18:29:41+00:00,47.710594,-79.82178,N/A,OpenAQ admin,48.0,14.60164609053498,42.875,1.6,6.425000000000001,19.0,1.2
302,1369273,AQSU-Kugluktuk,pm25,PM2.5,µg/m³,None,2024-02-07T14:11:36+00:00,2023-08-01T18:34:54+00:00,67.82482,-115.0897,N/A,OpenAQ admin,48.0,9.12635027124774,40.399999999999864,0.014,0.54,16.0,0.0
303,1369274,AQSU-C87A,pm25,PM2.5,µg/m³,None,2023-08-14T15:55:16+00:00,2023-08-01T18:34:29+00:00,53.529484,-113.41762,N/A,OpenAQ admin,50.0,15.957817589576548,44.0,1.2650000000000001,4.5,25.5,0.74
304,1369275,AQSU-80F5,pm25,PM2.5,µg/m³,None,2023-08-14T15:54:47+00:00,2023-08-01T18:37:56+00:00,53.529476,-113.416794,N/A,OpenAQ admin,48.0,15.669250814332248,43.0,1.3,4.4,25.0,0.96
305,1369277,CEAEQ,pm25,PM2.5,µg/m³,None,2023-08-09T17:50:59+00:00,2023-08-01T18:43:03+00:00,45.62147,-73.67133,N/A,OpenAQ admin,63.0,16.2890625,60.224999999999994,0.9475,4.15,25.25,0.33
306,1369280,AQSU-D13C,pm25,PM2.5,µg/m³,None,2023-08-14T15:35:16+00:00,2023-08-01T18:39:25+00:00,53.529476,-113.41727,N/A,OpenAQ admin,48.0,15.960912052117264,43.0,1.5,4.5,25.5,1.1
307,1369281,CEAEQ-b4c8,pm25,PM2.5,µg/m³,None,2023-08-09T17:51:02+00:00,2023-08-01T18:43:03+00:00,45.613598,-73.65979,N/A,OpenAQ admin,65.0,16.624114583333334,61.0,0.97075,4.3500000000000005,26.25,0.29
308,1369282,CEAEQ-ba2a,pm25,PM2.5,µg/m³,None,2023-08-09T17:51:03+00:00,2023-08-01T18:43:03+00:00,45.60415,-73.652794,N/A,OpenAQ admin,60.0,15.74828125,57.224999999999994,0.5075000000000001,3.975,25.0,0.13
309,1369283,BBY-NE Winnipeg,pm25,PM2.5,µg/m³,None,2024-02-07T14:09:01+00:00,2023-08-01T18:42:31+00:00,49.95368,-97.047226,N/A,OpenAQ admin,130.0,20.877503567447047,52.60000000000002,1.3,6.9,31.0,0.0037
310,1369294,AQSU-B28A,pm25,PM2.5,µg/m³,None,2023-08-14T15:55:16+00:00,2023-07-14T13:38:49+00:00,53.52945,-113.41544,N/A,OpenAQ admin,48.0,15.739999999999998,43.0,1.3725,4.4,25.0,1.0
311,1369295,AQSU-6164,pm25,PM2.5,µg/m³,None,2024-02-07T14:09:04+00:00,2023-07-14T13:39:05+00:00,50.50957,-116.03483,N/A,OpenAQ admin,55.0,12.066279294117647,42.77499999999998,0.08822500000000005,4.3,16.0,0.0
312,1369296,Manitou Medical Clinic,pm25,PM2.5,µg/m³,None,2024-02-07T14:11:20+00:00,2023-08-01T18:51:09+00:00,49.241745,-98.543846,N/A,OpenAQ admin,56.0,17.941150617283952,51.0,0.8235000000000001,4.425000000000001,29.0,0.052
313,1369297,AQSU-CD81,pm25,PM2.5,µg/m³,None,2023-08-14T15:55:26+00:00,2023-08-01T18:52:18+00:00,53.529438,-113.41463,N/A,OpenAQ admin,49.0,16.321612903225805,44.27499999999998,1.4,4.7,26.0,1.1
314,1369299,AQSU-E27B,pm25,PM2.5,µg/m³,None,2023-08-14T15:54:20+00:00,2023-08-01T18:55:15+00:00,53.529392,-113.41349,N/A,OpenAQ admin,47.0,14.85774193548387,42.0,1.3,4.2,23.0,0.93
315,1369303,AQSU- Temiskaming Shores City Hall,pm25,PM2.5,µg/m³,None,2024-02-07T14:10:50+00:00,2023-07-14T13:40:05+00:00,47.44578,-79.62976,N/A,OpenAQ admin,47.0,14.488756660746004,40.0,1.3050000000000002,5.15,20.0,0.81
316,1369305,CEAEQ-2ec5,pm25,PM2.5,µg/m³,None,2023-08-09T17:50:38+00:00,2023-08-01T19:12:41+00:00,45.605606,-73.65451,N/A,OpenAQ admin,64.0,16.31602094240838,59.5,0.975,4.0,25.0,0.32
317,1369306,CEAEQ-bc33,pm25,PM2.5,µg/m³,None,2023-08-09T17:46:06+00:00,2023-08-01T19:12:13+00:00,45.608444,-73.65773,N/A,OpenAQ admin,63.0,16.518586387434556,60.5,0.9349999999999999,4.15,25.0,0.3
318,1369307,CEAEQ-ba39,pm25,PM2.5,µg/m³,None,2023-08-09T17:46:20+00:00,2023-08-01T19:12:27+00:00,45.60421,-73.652664,N/A,OpenAQ admin,62.0,16.161884816753926,58.5,0.745,4.1,25.0,0.28
319,1369308,CEAEQ-ba4b,pm25,PM2.5,µg/m³,None,2023-08-09T17:50:26+00:00,2023-08-01T19:12:29+00:00,45.60457,-73.65305,N/A,OpenAQ admin,68.0,17.055549738219895,63.25,0.955,4.3,26.0,0.3
320,1370086,Carstairs,pm25,PM2.5,µg/m³,None,2024-02-07T14:09:05+00:00,2023-08-02T00:45:04+00:00,51.55344,-114.1073,N/A,OpenAQ admin,230.0,26.982581786216596,160.0,0.13,6.1,33.0,0.0
321,1370260,Calgary Wildwood,pm25,PM2.5,µg/m³,None,2024-02-07T14:10:16+00:00,2023-08-02T02:07:07+00:00,51.04869,-114.14528,N/A,OpenAQ admin,250.0,22.641132887323945,115.24999999999864,0.20375000000000007,6.8,30.0,0.0
322,1372524,CEAEQ-2ebf,pm25,PM2.5,µg/m³,None,2023-08-09T17:50:38+00:00,2023-07-21T14:50:19+00:00,45.613518,-73.65906,N/A,OpenAQ admin,50.0,10.31056603773585,29.799999999999983,0.909,2.1,17.0,0.79
323,1372525,CEAEQ-ba34,pm25,PM2.5,µg/m³,None,2023-08-09T17:49:19+00:00,2023-07-21T19:37:04+00:00,45.611767,-73.65754,N/A,OpenAQ admin,52.0,10.453584905660376,29.799999999999983,0.9600000000000001,2.2,17.0,0.74
324,1372536,CEAEQ-b4af,pm25,PM2.5,µg/m³,None,2023-08-09T17:50:41+00:00,2023-07-21T14:50:30+00:00,45.610744,-73.657196,N/A,OpenAQ admin,52.0,10.965849056603775,31.099999999999987,1.053,2.4,18.0,0.9
325,1372537,CEAEQ-bc21,pm25,PM2.5,µg/m³,None,2023-08-09T17:50:34+00:00,2023-07-21T14:50:28+00:00,45.609486,-73.65694,N/A,OpenAQ admin,52.0,10.328113207547169,29.799999999999983,0.916,2.1,17.0,0.71
326,1372538,CEAEQ-bc15,pm25,PM2.5,µg/m³,None,2023-08-09T17:51:16+00:00,2023-07-21T14:50:28+00:00,45.609905,-73.65685,N/A,OpenAQ admin,52.0,10.702641509433963,30.39999999999999,0.869,2.0,17.0,0.77
327,1372682,CEAEQ-ba3c,pm25,PM2.5,µg/m³,None,2023-09-15T18:32:04+00:00,2023-07-21T14:49:21+00:00,45.608482,-73.65587,N/A,OpenAQ admin,52.0,8.144942028985508,28.89999999999999,0.0,0.83,14.0,0.0
328,1372684,RRSSSN - Kuujjuaq,pm25,PM2.5,µg/m³,None,2024-02-07T14:11:52+00:00,2023-07-21T18:39:34+00:00,58.111286,-68.3855,N/A,OpenAQ admin,52.0,4.932241766467066,28.324999999999932,0.0,0.16,4.4,0.0
329,1372685,CEAEQ-b3f,pm25,PM2.5,µg/m³,None,2023-08-09T17:49:55+00:00,2023-07-21T18:58:34+00:00,45.60493,-73.65103,N/A,OpenAQ admin,52.0,10.487547169811322,29.799999999999983,0.9670000000000001,2.2,17.0,0.83
330,1372688,CEAEQ-b31a,pm25,PM2.5,µg/m³,None,2023-09-01T19:03:26+00:00,2023-07-21T14:50:31+00:00,45.603848,-73.64979,N/A,OpenAQ admin,54.0,10.79709090909091,31.599999999999994,0.8895,2.2,18.0,0.41
331,1374187,Sandpiper,pm25,PM2.5,µg/m³,None,2024-02-07T14:12:28+00:00,2023-08-02T22:15:13+00:00,42.99662,-82.35603,N/A,OpenAQ admin,48.0,14.519430847953215,36.0,0.5222500000000003,5.9,22.0,0.0
332,1381,Winnipeg_Ellens,pm25,PM2.5,µg/m³,MANITOBA,2024-02-07T12:00:00+00:00,2016-05-06T21:00:00+00:00,49.9489,-97.3964,Government Monitor,Unknown Governmental Organization,130.0,14.204404291360813,53.75,0.625,5.0,18.5,-0.6
333,1382131,AQSU-9246,pm25,PM2.5,µg/m³,None,2024-02-07T14:11:21+00:00,2023-08-04T17:43:44+00:00,53.921288,-122.767715,N/A,OpenAQ admin,560.0,43.0817236377025,200.0,0.18,7.625,56.0,0.0
334,1382832,Eagle Bay,pm25,PM2.5,µg/m³,None,2024-02-07T14:11:48+00:00,2023-08-04T21:26:44+00:00,50.936657,-119.175186,N/A,OpenAQ admin,820.0,73.82012776957164,430.49999999999727,0.5325000000000003,12.0,80.0,0.0
335,1390615,Lakeshore Rd,pm25,PM2.5,µg/m³,None,2024-02-07T14:11:30+00:00,2023-08-06T12:51:43+00:00,47.48609,-79.671906,N/A,OpenAQ admin,150.0,15.590037891520245,57.59999999999991,0.18700000000000003,5.2,20.0,0.0033
336,1398458,CEAEQ-308c,pm25,PM2.5,µg/m³,None,2023-08-09T17:46:15+00:00,2023-08-07T13:30:16+00:00,45.607803,-73.65548,N/A,OpenAQ admin,51.0,11.103076923076923,31.175000000000004,1.1,2.35,18.25,0.96
